Pidgin Tweets,Sentiment
manchester united wan sign benfica midfielder gedson fernandes for january transfer window. e better pass fabinho.,positive
vote: which one be the best goal of the decade?,positive
wetin be your favorite man united moment of the past decade?,positive
baba we don miss your goal celebration o. try score arsenal on wednesday.,positive
rashford na beast this season!,positive
"raiola ontop haaland: ""if e shine at dortmund, e fit still go premier league later on, e fit still go united. if e turn baller and chance reach for am to go to premier league, then e go shine for pl. for now, the koko na make e shine at dortmund."" [sky]",positive
craig mawson don become manchester united’s new assistant first-team goalkeeping coach. na him go dey epp de gea to keep clean sheet.,positive
na who deserve the player of the month for december?,positive
"mino raiola: ""i no go change mouth. as solskjaer don talk, pogba no dey move and e dey fine by me. we dey good with them. pogba dey struggle with injury and we dey try resolve am, na the koko now.""",positive
manchester united don give marcos rojo time off from work as e dey prepare for january transfer move. e dey on standby incase anybody wan buy am. [men],positive
dem don dey do parody for man united in pidgin. you people should fear god now.,positive
"jadon sancho get drip abeg , e belong at united. see froshness!",positive
"even phil jones better pass van dijk, na only sense jones no get.",positive
wetin you think about gedson fernandes? man united wan loan am in january.,positive
aston villa wan cash out on grealish. man united get this guy!,positive
manchester united bin table huge money to bring erling braut haaland to the club but e no gree come as e wan go dortmund. (source: independent),positive
always take out time to appreciate people wey love your hustle. god bless all the people wey dey support muip. ️…,positive
"raiola: ""we no get anything against united or ole. e bin choose dortmund over them and i dey happy for am, e dey go where hin heart dey lead am. if say e wan go united, i for do everything in my power to take am there but e no wan go.” [telegraph]",positive
"raiola ontop haaland: “i no know if na united dey spread the rumour but if na true, i believe say dem be mumu. instead make dem man up say dem miss out on haaland, dem dey find excuse. i no get beef with ed woodward.” [telegraph]",positive
na rare picture of martial smiling. for goodluck!,positive
our men dey train. ️,positive
eric bailly don return back to training today. 🤗,positive
pogba go return vs arsenal [independent],positive
we gats beat arsenal,positive
"ole: “which foot greenwood like pass? i no think e sabi sef! e dey play penalties with hin right and e dey play freekicks with hin left. with mason, e fit cut ball to hin right foot, or e fit strike am to top corner. e dey think fast.” [utd podcast]",positive
na only manchester united (255 in the 2000s) don win more top-flight league matches for england within a single decade pass manchester city be do for 2010s (251). [opta],positive
"official: axel tuanzebe, ashley young, scott mctominay and paul pogba bin dey absent from training today. eric bailly don return",positive
"united dey eye benfica midfielder gedson fernandes for january transfer window. his agents dey uk now, we fit loan am with £34m option to buy. [sky]",positive
united gats sign attacking midfielder this january even if dem wan loan somebody. lingard or pereira no fit lead us anywhere this season. grealish go be my pick. table £30m to aston villa.,positive
always take out time to appreciate people wey love your hustle. god bless all the people wey dey support muip. ️ how you see that de gea jersey wey dey rock?,positive
manchester united still wan sign striker and two midfielders. dem go sign dem before next season. [mail],positive
beckham na legend,positive
jadon sancho dey talk with manchester united. [times],positive
robbie williams dey beg toni kroos say make e switch from real madrid to man united. [mirror],positive
man united no gree sign erling haaland because dem see mino raiola and hin father alf inge haaland as thieves wey wan profit from the haaland deal.,positive
"the winner for gw20 in muip fpl is with 88 points. his team name is dami fc. he has been credited with n3,000. wh…",positive
we wan congratulate and chinedu. champs! 🦁,positive
"dem don suspend pamilerin again wow anyway, united fans, una dey look forward to our game vs arsenal?",positive
we go win all our games this week by god’s grace. we go put our enemies to shame ijn,positive
na goals this season: rashford 16 martial 10 greenwood 8 total na 34 salah 13 mane 13 firminho 8 total na 34,positive
"angel gomes and tahith chong gats learn from mason greenwood and brandon williams. to play for united no be by talent alone. you gats dey work hard every-time so when opportunity come, you go grab am.",positive
brandon williams na the real deal. e better pass luke shaw. but ole gunnar solskjaer no wan rush am. e sure me say e go be the starting lb at united very soon. wetin you think?,positive
anthony martial wan make hin daughter play for man united women.,positive
"oh wow dey trend. if una sack am, who go replace am? at this rate, dem fit employ burna boy",positive
jurgen klopp dey straff the guy wey dey on var duties.,positive
livarpool,positive
e dey very awkward how 99% of the var decisions dey go in liverpool's favour. we hope say no be match-fixing.,positive
var wan give liverpool this title. e dey obvious.,positive
"make i kukuma brush my cv. all my years of playing football manager no fit go to waste. if arsenal sack arteta, dem fit employ me. i fit assure dem one trophy next season even if na championship.",positive
united still dey market for striker and dem go sign am before next season. dem go also sign two midfielders. [mail],positive
anthony martial better pass erling haaland. like if you agree!,positive
for marcus rashford ️ like for tammy abraham,positive
this arsenal na middle table club now. no doubt.,positive
this arsenal na dead. why dem remove ozil self?,positive
"who need haaland? when we get mason greenwood. the positions we gats improve na cms &amp; cam. we gats replace fellaini, herrera. also we gats upgrade on mata/pereira/libgard.",positive
"haaland don go dortmund, e mean say more game time for mason greenwood. nice!",positive
but we hope you know say mason greenwood &gt;&gt;&gt; haaland,positive
which position you feel say man united gats strengthen for january transfer window?,positive
"bin cancel erling braut håland from their mind onto say hin agent, hin papa wan collect % out of any future sale and dem dey request for buyout clause [guardian]",positive
man united target erling haaland don sign for borussia dortmund. wow,positive
rashford and martial dey find form for right time......,positive
